Company,Link,Logo,Pitch,Joined,Location,Market,Website,Employees,Stage,Funding Raised
DeliveryBros.com,https://angel.co/company/deliverybros-com,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3026364-b50d414b0ab8f474cd16578f6311c08f-medium_jpg.jpg?buster=1478353899",Uber For MotorBikes in Africa,Nov ’16,Lagos,Logistics,deliverybros.com,1-10,-,-
PesaBot,https://angel.co/company/pesabot,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3709993-68fdcfcf5846f4d366699bcf4bbf2d28-medium_jpg.jpg?buster=1488189887",Enhance Your Customer Service With Artificial Intelligence + Human Support,Mar ’17,Nairobi,Insurance,pesabot.com,,-,-
TwigaPay,https://angel.co/company/twigapay,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4333870-06f994c033423a6adf3f538b399a39c2-medium_jpg.jpg?buster=1499784016",Connecting the Bank to the outside world,Jul ’17,Nairobi County,E-Commerce Platforms,twigapay.com,,-,-
Entrepreneur,https://angel.co/company/entrepreneur,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/24874-d5f3721169c1b51de3455f858d3ff685-medium_jpg.jpg?buster=1316689382",Looking for angel investor funding.,Sep ’11,Kenya,-,underconstruction,-,-,-
mypo,https://angel.co/company/mypo,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/74645-3d76f7682907d0cc8942d88916df8410-medium_jpg.jpg?buster=1331122834",Platform for Leadership Accountability,Mar ’12,Nairobi,Social Media Platforms,mypublicofficial.com,-,-,-
Ferris Aviation,https://angel.co/company/ferris-aviation,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/445785-b3c224a7ba76624120e0b93366288343-medium_jpg.jpg?buster=1406882295",Inspire.Motivate.Achieve,Aug ’14,Nairobi,General Aviation,ferrisair.co.ke,1-10,Seed,"$50,000"
Campus Discounts,https://angel.co/company/campus-discounts,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/449680-f3c18c02c44554810bb3b3114c9a064f-medium_jpg.jpg?buster=1497395183","Businesses reach many, students save much.",Aug ’14,Nairobi,Digital Media,campus-discounts.com,1-10,-,-
Tenderpreneur.net,https://angel.co/company/tenderpreneur-net,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/603117-d1a3d5b5fa3d567f701dd0805d143e3e-medium_jpg.jpg?buster=1423420212",Supplier discovery and tender process automation platform,Feb ’15,Nairobi,B2B,tenderpreneur.net,1-10,Seed,"$9,000"
Vit Bakoral,https://angel.co/company/vit-bakoral,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/774622-17a21d101bf44e63d7a61578962bd28d-medium_jpg.jpg?buster=1437923922",Health Information Database,Jul ’15,Nairobi,Business Information Systems,digiarttechnologies.com,,-,-
LocalBuzz,https://angel.co/company/localbuzz,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/913304-7f419e47eff7d0363f3747581e130cce-medium_jpg.jpg?buster=1447573421",Location based content (foursquare),Nov ’15,Nairobi,Information Services,localbuzz.co.ke,-,-,-
Peleza International,https://angel.co/company/peleza-services,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/946038-2268847fe4c27992943778e9a2b230e2-medium_jpg.jpg?buster=1481260195","Employee Background Screening, Background Checks",Dec ’16,Nairobi,Enterprise Security,peleza.com,,-,-
Peleza International,https://angel.co/company/peleza-services-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/946039-abb3789126ea57dc1eda90790bbdb6ee-medium_jpg.jpg?buster=1481260515","Employee Background Screening, Background Checks",Dec ’15,Nairobi,Enterprise Security,peleza.com,,-,-
e-ENSURES,https://angel.co/company/e-ensures,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/962448-bef05c1f0dd264c962a66b2482ad1014-medium_jpg.jpg?buster=1488202442",go-to partner for startups,Jan ’16,Nairobi,Small and Medium Businesses,e-ensures.com,1-10,-,-
YInst,https://angel.co/company/yinst,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/989350-6bcc99ef9789b704487ce4cce577a11a-medium_jpg.jpg?buster=1453720185",Online Innovation System for Cities,Jan ’16,Nairobi,Intellectual Property,YInst.org,-,-,-
Tricomlink solutions,https://angel.co/company/tricomlink-solutions,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1059578-5dfef137f9c58ea34936cac2b792f175-medium_jpg.jpg?buster=1458243758",Moving the world with technology,Mar ’16,Kilifi,Web Design,tricomlinksolutions.com,-,-,-
Safirilite,https://angel.co/company/safirilite,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1089305-e2292663352299732a3680fd9aff2625-medium_jpg.jpg?buster=1460303305",Safirilite is like 'Uber' for Busses.,Apr ’16,Nairobi,Ticketing,safirilite.com,1-10,Seed,"$19,000"
Bookika,https://angel.co/company/bookika-company-limites,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1114871-bb89ad02a861eb3fcc58f98ba2d250ae-medium_jpg.jpg?buster=1461920439",A Books and Articles Marketplace,May ’16,Nairobi,Content,bookika.net,1-10,-,-
Sky.Garden,https://angel.co/company/sky-garden,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://angel.co/images/shared/nopic_startup.png",Sky.Garden is a mobile first SaaS eCommerce Platform for African retailers.,Sep ’16,Copenhagen,-,sky.garden,11-50,Seed,"$1,200,000"
Northern Kapsot,https://angel.co/company/northern-kapsot,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1719987-829df604098474ed3ec9e76318234cdd-medium_jpg.jpg?buster=1470388978",SUPPLY OF BOOKS AND IT SERVICES,Aug ’16,West Pokot County,Government Schools,not yet,,-,-
EAGLE HIGH INVESTMENTS,https://angel.co/company/eagle-high-investments,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1772583-d94db72bf70c906cb0ad01dfb2e96b34-medium_jpg.jpg?buster=1470907658",Marketing Redefined to Your Niche,Aug ’16,Nairobi,Banking,eaglehighinvestments.wixsite.com,11-50,-,-
Datum Intel,https://angel.co/company/datum-intel,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2659072-2bbe3a32a43b4b665ac922ff8febb64e-medium_jpg.jpg?buster=1476181027",Premium Research and Consulting,Oct ’16,Nairobi,Market Research,datum-intel.com,,-,-
Bunifu Technologies,https://angel.co/company/bunifu-technologies-2,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3095720-b777027e6a5d170562402675dd194fcb-medium_jpg.jpg?buster=1478865083",.NET UI Framework for developers,Jun ’18,Nairobi,Software,devtools.bunifu.co.ke,-,-,-
Pawame,https://angel.co/company/pawame-2,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4298371-7802ecd777df338d15daa2d44727e183-medium_jpg.jpg?buster=1498567436",Financing clean energy in Africa,Jun ’17,Nairobi,Loans,pawame.com,11-50,-,-
DuoDesigns,https://angel.co/company/duodesigns,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/151362-8e888211cc920bc4cc6488885cccd5ad-medium_jpg.jpg?buster=1356883407",A journey begins with a step...,Dec ’12,Kenya,Web Design,duodesigns.kbo.co.ke,-,-,-
Flamekeepers Publishing,https://angel.co/company/flamekeepers-publishing-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/395204-25f93a32b44b4b0be8582d4229275b8d-medium_jpg.jpg?buster=1399606077","Publishing, Journalism, Entertainment",Feb ’17,Nairobi,Household Services,flamekeeperspublishing.org,,-,-
Flamekeepers Publishing,https://angel.co/company/flamekeepers-publishing,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/395881-3bba4e4c7f85bf6fc7239f7e04eb5ab7-medium_jpg.jpg?buster=1399726129",Looking for an investor in Media (Magazine and TV),May ’14,Nairobi,East Africa,flamekeeperspublishing.org,1-10,-,-
ZigoLink Logistics Systems,https://angel.co/company/zigolink,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/406001-ad09eb89aef949cd570986953a236605-medium_jpg.jpg?buster=1521796132",Online logistics marketplace platform for freight where shippers and fleet operators  meet,Mar ’18,Nairobi,Logistics Software,zigolink.com,1-10,-,-
Pilot TV,https://angel.co/company/pilot-tv,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/579970-d3f9397592327a82a851cebffbc3932c-medium_jpg.jpg?buster=1421310687",TV world experience platform,Jan ’15,Nairobi,Data Mining,Website,1-10,-,-
Angaza Boma,https://angel.co/company/angaza-boma,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/686412-6d658badf870a1ee71ba86acff993061-medium_jpg.jpg?buster=1430484701",Solar powered Tv for Rural Africa,May ’15,Nairobi,Rural Energy,angaza-boma.co.ke,11-50,-,-
Pesabase,https://angel.co/company/pesabasez,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/694213-6e225b8cd51a4af26cb2e9b4b2e1ac7e-medium_jpg.jpg?buster=1570214645",Mobile Remittance,May ’15,Nairobi,Mobile Payments,pesabase.com,1-10,-,-
Youth LITE Kenya,https://angel.co/company/youth-lite-kenya,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/751170-4554d49f86d1653a54d84bc58f16dc27-medium_jpg.jpg?buster=1437716114",Bringing students from different educational backgrounds to solve problems.,Jul ’15,Nairobi,Social Entrepreneurship,youth.litekenya.org,,-,-
payMORAN,https://angel.co/company/paymoran,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/784090-88ef264f2fb9504f7ae2145004d99e42-medium_jpg.jpg?buster=1438696197",Mobile Operated Remittances Across Networks,Aug ’15,Nairobi,Mobile Commerce,payMORAN.com,-,-,-
Innovare,https://angel.co/company/innovare-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/813101-db33edb2d891b96744289cd7b2b9b696-medium_jpg.jpg?buster=1440600724",We want to redefine the field of sales in this country and beyond.,Aug ’15,Nairobi,Sales and Marketing,innovare.co.ke,1-10,-,-
Fremant Concierge Services,https://angel.co/company/fremant-concierge-services,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/891878-a0c8c7cb76f382ac09839f3baf74789c-medium_jpg.jpg?buster=1445982384",Errand services (Task Rabbit),Oct ’15,Nairobi,Concierge,fremant.com,,-,-
Nyumba Search,https://angel.co/company/nyumba-search,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1000312-a141a6e5c6b095184ed2227598629366-medium_jpg.jpg?buster=1456643393",house search website...the logo is still in progress,Feb ’16,Thika,Rental Housing,Nyumbasearch.co.ke,1-10,-,-
Soccerjoint,https://angel.co/company/soccerjoint,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1031768-35d0034b26bbbf67a959ff3c4052e7ad-medium_jpg.jpg?buster=1456383410",Connecting soccer fans(Soccerjoint),Feb ’16,Nairobi,Video Streaming,soccerjoint.com,,-,-
Inspira Africa,https://angel.co/company/inspira-africa,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1107410-935f22bc3fdd15315b3103791e0438bd-medium_jpg.jpg?buster=1461442670","High-growth company offering short-term micro-loans via mobile-phone, like M-Shwari.",Apr ’16,Nairobi,Mobile Technology,inspiraafrica.co.ke,-,-,-
BimaSmart,https://angel.co/company/bimasmart,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1119766-eaf33fcaa92de518bd811cc0b46a7f56-medium_jpg.jpg?buster=1462281010",Freemium - Free Motor-Insurance,May ’16,Nairobi,Insurance,bimasmart.co.ke,1-10,-,-
Jubia travel Group,https://angel.co/company/jubia-travel-group,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1156662-bf1ef825626b0b7211c8f2088989cf3c-medium_jpg.jpg?buster=1464523105",Transport Networking Company (Uber),May ’16,Nairobi,Travel & Tourism,jubiatravel.com,-,-,-
HourlyCrew,https://angel.co/company/hourlycrew,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1177978-27b44c6d939cd7caf00e7995b6f1e0ed-medium_jpg.jpg?buster=1465481610",A kissmetrics.com for measuring teams productivity.,Jun ’16,Nairobi,Productivity Software,hourlycrew.com,,-,-
