JobTitle,Description,Company,Job Link,Industry,Employment Type,Location,Compensation,Date posted
Integration Developer ," This position is responsible for analysis, design, development, and implementation of Enterprise Service Bus (ESB) applications for internal company use and for clients. DataPower experince is essential. In addition, this position will take on the resp...",Mpilo Technologies,https://www.careers24.com/jobs/adverts/1616061-integration-developer-johannesburg/?jobindex=6,"Banking, IT",Contract,Johannesburg,Market Related,
ETL Developer," 
In addition to the standard education credentials, you must be able to prove you're technically capable with some of the coding languages commonly used in ETL development. These include SQL, Java, XML and several data warehouse architecture techniques...",Mpilo Technologies,https://www.careers24.com/jobs/adverts/1616059-etl-developer-johannesburg/?jobindex=7,"Banking, IT",Contract,Johannesburg,Market Related,
C# Developer," An undisputed leader in professional services, our client in Johannesburg is looking for a C# Developer to perform work that makes a difference and delivers high performance. If you want to be a part of a team that will provide you with the opportunity...",Mass Staffing Projects,https://www.careers24.com/jobs/adverts/1615952-c-developer-johannesburg/?jobindex=8,"IT, General",Permanent,Johannesburg,R35 000.00 - R60 000.00 Per Month,2019-10-14
.NET Developer, Do you have a thirst for knowledge and an eye for detail? Do you find yourself taking a high level of initiative? Our client in Johannesburg is looking for a .NET Developer to take their team to the next level.  Requirements:   IT Related Qualification...,Mass Staffing Projects,https://www.careers24.com/jobs/adverts/1615950-net-developer-johannesburg/?jobindex=9,"IT, General",Permanent,Johannesburg,R40 000.00 - R80 000.00 Per Month,2019-10-14
Intermediate C# Developer," In search of amazing C# developers to join a dynamic company. If you work well on a team, you are passionate about all things development, and looking for a new opportunity, perhaps this one is for you!  Requirements:   ASP.net - MVC  C#  Jquery  CSS  ...",Tumaini Consulting,https://www.careers24.com/jobs/adverts/1615930-intermediate-c-developer-gauteng/?jobindex=10,"IT, General",Permanent,Gauteng,R29 167.00 - R35 000.00 Per Month,2019-10-14
IT Manager â Cape Town , IT Manager â Cape Town  ,Service Solutions Staffing,https://www.careers24.com/jobs/adverts/1607537-it-manager-cape-town-cape-town/?jobindex=11,IT,Permanent,Cape Town,Market Related,2019-10-14
Manager, Branch Manager,Info Personnel,https://www.careers24.com/jobs/adverts/1628203-manager-rustenburg/?jobindex=12,IT,Permanent,Rustenburg,Market Related,2019-10-14
Service Desk Analyst (International Desk),    A HIGH COMMAND OF THE ENGLISH LANGUAGE BOTH WRITTEN AND VERBAL IS ESSENTIAL   Main Responsibilities:   1st and 2nd line IT and Technical support   Logging and tracking of incidents and requests   Logging and communicating all incidents to customers ...,Pink Elephant,https://www.careers24.com/jobs/adverts/1615809-service-desk-analyst-international-desk-johannesburg/?jobindex=13,"IT, Technology, Technical",Permanent,Johannesburg,Market Related,
Internal sales,    Internal sales person  ,Huge Pc,https://www.careers24.com/jobs/adverts/1615802-internal-sales-rustenburg/?jobindex=14,"IT, General",Permanent,Rustenburg,R8 000.00 - R10 000.00 Per Month,
Senior Software Developer (C#.Net)," ENVIRONMENT:

Lead tech decisions while developing new systems as a large processing concern seeks the expertise of a highly skilled and innovate Senior Software Developer with strong C#.Net. You will also be expected to document & maintain existing sy...",Datafin Recruitment,https://www.careers24.com/jobs/adverts/1615785-senior-software-developer-c-net-goodwood/?jobindex=15,IT,Permanent,Goodwood,Market Related,2019-10-11
Mid-Level Software Developer (C#.Net)," ENVIRONMENT:

A passionate coder with exceptional standards executing any task is sought by a large processing concern to join its team as their next Mid-Level Software Developer with strong C#.Net. Your core role will be to maintain existing, and deve...",Datafin Recruitment,https://www.careers24.com/jobs/adverts/1615768-mid-level-software-developer-c-net-goodwood/?jobindex=16,IT,Permanent,Goodwood,Market Related,2019-10-11
Business Development Executive,   Our client within the services industry is looking for a Business Development Executive to help them grow and expand their customer portfolio within the Greater Cape Town area. The successful candidate will meet the following requirements:   ·       ...,NDC Personnel & Contractors CC,https://www.careers24.com/jobs/adverts/1615763-business-development-executive-cape-town/?jobindex=17,"IT, Sales, Technology",Permanent,Cape Town,Market Related,2019-10-11
Business Development Executive,   Our client within the services industry is looking for a Business Development Executive to help them grow and expand their customer portfolio within the Greater Cape Town area. The successful candidate will meet the following requirements:   ·       ...,NDC Personnel & Contractors CC,https://www.careers24.com/jobs/adverts/1615762-business-development-executive-cape-town-southern-suburbs/?jobindex=18,"IT, Sales, Technology",Permanent,Cape Town Southern Suburbs,Market Related,2019-10-11
Business Development Executive,   Our client within the services industry is looking for a Business Development Executive to help them grow and expand their customer portfolio within the Greater Cape Town area. The successful candidate will meet the following requirements:   ·       ...,NDC Personnel & Contractors CC,https://www.careers24.com/jobs/adverts/1615761-business-development-executive-cape-town-northern-suburbs/?jobindex=19,"IT, Sales, Technology",Permanent,Cape Town Northern Suburbs,Market Related,2019-10-11
Business Development Executive,   Our client within the services industry is looking for a Business Development Executive to help them grow and expand their customer portfolio within the Greater Cape Town area. The successful candidate will meet the following requirements:   ·       ...,NDC Personnel & Contractors CC,https://www.careers24.com/jobs/adverts/1615760-business-development-executive-western-cape/?jobindex=20,"IT, Sales, Technology",Permanent,Western Cape,Market Related,2019-10-11
JUNIOR JAVA PROGRAMMER," Ref: TJ 11455 - JUNIOR JAVA PROGRAMMER  Employer Description Leaders in Website Design, Graphic Design and Online Marketing for over 21 years.  Job Description     Ability to handle pressure  Eye for detail  Ability to meet tight deadlines  ",Professional Career Services,https://www.careers24.com/jobs/adverts/1615753-junior-java-programmer-boksburg/?jobindex=21,IT,Permanent,Boksburg,R14 999.00 - R15 000.00 Per Month,2019-10-11
C # / .NET Developer (mid / senior level), A dynamic company based in Cape Town is looking for a C # / .NET Developer (mid / senior level)  Duties:   The company will give them data on projects (project packages to work on and complete according to customers requirements)  The duration of the p...,Placement Point (Pty) Ltd,https://www.careers24.com/jobs/adverts/1615738-c-net-developer-mid-senior-level-cape-town/?jobindex=22,IT,Permanent,Cape Town,R25 000.00 Per Month (Negotiable),2019-10-11
SENIOR JAVA PROGRAMMER," Ref: TJ 11454 - SENIOR JAVA PROGRAMMER  Employer Description Leaders in Website Design, Graphic Design and Online Marketing for over 21 years.  Job Description     Ability to handle pressure  Eye for detail  Ability to meet tight deadlines  ",Professional Career Services,https://www.careers24.com/jobs/adverts/1615737-senior-java-programmer-boksburg/?jobindex=23,IT,Permanent,Boksburg,R59 999.00 - R60 000.00 Per Month,2019-10-11
Mid Java Developer," If you are a Java Developer with Python experience, get in contact today!  A company based in Cape Town South is looking for a talented developer to invest in. The company is internationally based and deals with Software, Artificial Intelligence, Data ...",Hire Resolve,https://www.careers24.com/jobs/adverts/1615695-mid-java-developer-cape-town/?jobindex=24,IT,Permanent,Cape Town,R25 000.00 - R35 000.00 Per Month (Negotiable),2019-10-11
Senior C++ Developer," Urgent C++ developer Wanted!  A Stellenbosch company is looking for C++ developer to join a team. Developers need to be energetic, well-spoke and have an absolute passion for tech.  Applicants will need:   6+ years’ C++ Development  Experience with QT,...",Hire Resolve,https://www.careers24.com/jobs/adverts/1615667-senior-c-developer-stellenbosch/?jobindex=25,IT,Permanent,Stellenbosch,R40 000.00 - R58 333.00 Per Month (Negotiable),2019-10-11
Senior + Intermediate Full Stack Java and C# Developers," Our Client is looking for Intermediate and Senior C# & Java Developers to join their growing team in Hillcrest. They consistently work on a variety of different projects, so this is a lovely opportunity to grow and develop new technologies.      Key re...",RecruiTech,https://www.careers24.com/jobs/adverts/1615624-senior-intermediate-full-stack-java-and-c-developers-durban/?jobindex=26,IT,Permanent,Durban,R45 000.00 - R60 000.00 Per Month,2019-10-11
Business Processes Analyst X 2 Positions," Role Summary  The Business processes analyst is responsible for the functional design, development, release, and maintenance of the SAP ISH systems and related business processes.  The Senior System Consultant will be required to interact with business...",Bradshaw LeRoux Consulting,https://www.careers24.com/jobs/adverts/1615542-business-processes-analyst-x-2-positions-sandton/?jobindex=27,"IT, Medical, Telecommunications",Permanent,Sandton,Market Related,2019-10-11
Virtualization Engineer (Contract) - Rosslyn," Our client, who is positioned as one of the most well-known manufacturing companies in the world, leads the charge to create some of the most technologically advanced products the world has ever seen.      They are seeking an inspired and dedicated Vir...",emerge,https://www.careers24.com/jobs/adverts/1615518-virtualization-engineer-contract-rosslyn-pretoria/?jobindex=28,IT,Contract,Pretoria,R88 000.00 - R96 000.00 Per Month,2019-10-11
Junior IT support technician," This is a super opportunity for a junior to kick start a career in IT. Our client are leaders in their field of expertise in the development of applications used extensively in global supply chain management. You will be required to provide desktop, ne...",Star Personnel,https://www.careers24.com/jobs/adverts/1615482-junior-it-support-technician-cape-town-northern-suburbs/?jobindex=29,IT,Permanent,Cape Town Northern Suburbs,R10 000.00 - R15 000.00 Per Month,2019-10-11
Snr Java DevOps (Contract) – Midrand & Menlyn," Our client, A well-known manufacturing Institution with a global footprint is looking for vibrant and values orientated individuals with Java DevOps experience to join their team.   They are seeking an inspired and dedicated Senior Java DevOps Engineer...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1615448-snr-java-devops-contract-midrand-menlyn-midrand/?jobindex=30,IT,Contract,Midrand,R111 840.00 - R112 000.00 Per Month,2019-10-11
Full Stack Developer," We are looking for a Full Stack C# / .NET developer. The role would focus on current applications and websites, and includes the following responsibilities:

*  Full Stack Developer

*  Coding, testing and debugging applications according to business r...",Planet Fitness,https://www.careers24.com/jobs/adverts/1615376-full-stack-developer-sandton/?jobindex=31,IT,Permanent,Sandton,Market Related,
BI – ETL Hadoop Experienced BI Developer – Johannesburg – up to @ R1MIL per annum, An opportunity for a ETL Hadoop experienced Business Intelligence developer to join a team of enthusiastic specialists has become available. We need you to take your BI Hadoop expertise across Africa and beyond while enjoying benefits and perks of work...,emerge ,https://www.careers24.com/jobs/adverts/1615366-bi-etl-hadoop-experienced-bi-developer-johannesburg-up-to-r1mil-per-annum-johannesburg/?jobindex=32,IT,Permanent,Johannesburg,R75 000.00 - R83 333.00 Per Month,2019-10-11
Oracle Bi Data Analyst," One of SA forefront investment Banking environments, requires the expertise of an intermediate Oracle BI Data Analyst.  The successful candidate will play a key role in supporting the data warehouse in line with the data model; metadata repository and ...",e-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1615365-oracle-bi-data-analyst-sandton/?jobindex=33,IT,Permanent,Sandton,R45 833.00 - R50 000.00 Per Month,2019-10-11
Front End Developer, Are you a Front End Developer skilled in Angular 5+? Well we have the right job for you! A well-established IT company is seeking a Front End Developer to join their Centurion based team.   Requirements:    3+ years’ experience in Front End Development...,Tumaini Consulting,https://www.careers24.com/jobs/adverts/1615245-front-end-developer-gauteng/?jobindex=34,"IT, General",Permanent,Gauteng,R30 000.00 - R40 000.00 Per Month,2019-10-11
Full Stack Mobile App Developer, Are you a Full Stack Mobile App Developer skilled in Hybrid Mobile Development? Well we have the right job for you! A well-established Banking company is seeking a Full Stack Mobile App Developer to join their Rondebosch based team.   Requirements:    ...,Tumaini Consulting,https://www.careers24.com/jobs/adverts/1615244-full-stack-mobile-app-developer-cape-town/?jobindex=35,"IT, General",Permanent,Cape Town,R66 667.00 - R70 000.00 Per Month,2019-10-11
PHP Developer," Exciting opportunity to join a team on a mindblowing project. The incumbent is required for 3 months and must have: 

relevant qualifications 
3+ years of experience 
available immediately or within a week 

 process involves 2 interviews, 1 technical ...",BASHR Consulting,https://www.careers24.com/jobs/adverts/1615237-php-developer-johannesburg/?jobindex=36,"IT, Technology",Contract,Johannesburg,R30 000.00 - R35 000.00 Per Month,2019-10-11
Campaign Manager," An exciting career opportunity exists in Rosebank, Gauteng for a Campaign Manager within a Digital Communications/IT environment. If you have the following behavioural competency and experience, we look forward to receiving your application.",Intelligent Placement,https://www.careers24.com/jobs/adverts/1623220-campaign-manager-rosebank/?jobindex=37,IT,Permanent,Rosebank,Market Related,2019-10-11
Campaign Developer," An exciting career opportunity exists in Rosebank, Gauteng for a Campaign Developer within a Digital Communications/IT environment. If you have the following behavioural competency and experience, we look forward to receiving your application.",Intelligent Placement,https://www.careers24.com/jobs/adverts/1623221-campaign-developer-rosebank/?jobindex=38,IT,Permanent,Rosebank,Market Related,2019-10-11
Datasource Manager ," An exciting career opportunity exists in Rosebank, Gauteng for a Datasource Manager within a Digital Communications/IT environment. If you have the following behavioural competency and experience, we look forward to receiving your application.",Intelligent Placement,https://www.careers24.com/jobs/adverts/1623222-datasource-manager-rosebank/?jobindex=39,IT,Permanent,Rosebank,Market Related,2019-10-11
"Full Stack Java Developer, Mid-Level, Pretoria Rosslyn 600k per annum", Our client is on the lookout for amazing intermediate Full stack Java developers to add value to their expanding team. If you have the appetite for all things development then this could be the company for you. You will be working as part of a project ...,emerge ,https://www.careers24.com/jobs/adverts/1615187-full-stack-java-developer-mid-level-pretoria-rosslyn-600k-per-annum-pretoria/?jobindex=40,IT,Contract,Pretoria,R45 833.00 - R50 000.00 Per Month,2019-10-10
Senior Digital Accounts Manager," ENVIRONMENT:

My client, renowned full-service digital solutions company requires an Account Executive with min 3yrs relevant experience within a digital agency environment, you must have a strong understanding of online environments and systems and a ...",Datafin Recruitment,https://www.careers24.com/jobs/adverts/1615173-senior-digital-accounts-manager-johannesburg/?jobindex=41,IT,Permanent,Johannesburg,Market Related,2019-10-10
"Frontend Developer (Angular), Senior, PRETORIA, up to R1.2mil P/A CTC", A leading German manufacturer based in Pretoria is looking for a Senior Frontend  Developer (Angluar)   We need a passionate developer to join a team of cloud specialists in order to develop the next generation of exciting system software for this Germ...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1615171-frontend-developer-angular-senior-pretoria-up-to-r12mil-p-a-ctc-pretoria/?jobindex=42,IT,Permanent,Pretoria,R83 333.00 - R100 000.00 Per Month (Negotiable),2019-10-10
"Full Stack Java Developer, Mid-Level, Pretoria Rosslyn 500k per annum", Are you one of the best? Do you want to be involved with the best Java Developers? Are you passionate about cars? A highly specialised team is on the lookout for intermediate Full stack Java developers to join their growing business! If you have the hu...,emerge,https://www.careers24.com/jobs/adverts/1615164-full-stack-java-developer-mid-level-pretoria-rosslyn-500k-per-annum-pretoria/?jobindex=43,IT,Contract,Pretoria,R37 500.00 - R41 667.00 Per Month,2019-10-10
"Frontend Developer (Angular) Senior, MIDRAND, up to R1.2mil P/A CTC", A leading German manufacturer based in Midrand is looking for a Senior Frontend Developer (Angluar)   We need a passionate developer to join a team of cloud specialists in order to develop the next generation of exciting system software for this German...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1615161-frontend-developer-angular-senior-midrand-up-to-r12mil-p-a-ctc-johannesburg/?jobindex=44,IT,Permanent,Johannesburg,R83 333.00 - R100 000.00 Per Month (Negotiable),2019-10-10
"Senior Full Stack Java Developer, Senior-Level, Pretoria Rosslyn 900k per annum"," Senior Full Stack Java Developer, Senior-Level, Pretoria Rosslyn 900k per annum  Work for an international company that provides employees a variety of projects to be involved in, excellent prospects for career development. A rising development crew is...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1615147-senior-full-stack-java-developer-senior-level-pretoria-rosslyn-900k-per-annum-pretoria/?jobindex=45,IT,Contract,Pretoria,R70 833.00 - R75 000.00 Per Month,2019-10-10
"Full Stack Java Developer, Mid-Level, Pretoria Rosslyn 700k per annum"," A change driven crew is seeking out Full stack Java developers to join their team. The international group provides adaptable and ever-changing solutions for business and the end users. You will be working with Java, Angular and Node to tactically work...",emerge ,https://www.careers24.com/jobs/adverts/1615148-full-stack-java-developer-mid-level-pretoria-rosslyn-700k-per-annum-pretoria/?jobindex=46,IT,Contract,Pretoria,R54 167.00 - R58 333.00 Per Month,2019-10-10
"Technical Tester – Sandton @ R650, 000.00 P/A"," One of South Africa’s leading Cloud Technology Solutions providers who provide end to end solutions and endless possibilities in the finance sector, are seeking a multi-disciplinary professional. They are in need of a Senior Technical Software Tester. ...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1615144-technical-tester-sandton-r650-00000-p-a-sandton/?jobindex=47,IT,Permanent,Sandton,R54 167.00 Per Month (Negotiable),2019-10-10
"Senior Full Stack Java Developer, Senior-Level, Pretoria Rosslyn 900k per annum"," Work for an international company that provides employees a variety of projects to be involved in, excellent prospects for career development. A rising development crew is seeking to bring a Senior Full Stack Java Developer on board. There is internati...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1615131-senior-full-stack-java-developer-senior-level-pretoria-rosslyn-900k-per-annum-pretoria/?jobindex=48,IT,Permanent,Pretoria,R66 667.00 - R75 000.00 Per Month,2019-10-10
"Performance and Automation Tester – Sandton @ R850, 000.00 P/A"," One of South Africa’s leading Cloud Technology Solutions providers who provide end to end solutions and endless possibilities in the finance sector, are seeking a multi-disciplinary professional. They are in need of a Senior Technical Software Tester. ...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1615108-performance-and-automation-tester-sandton-r850-00000-p-a-sandton/?jobindex=49,IT,Permanent,Sandton,R70 833.00 Per Month (Negotiable),2019-10-10
SharePoint Administrator," Managing and support of Intranet Sites built on SharePoint 2010 and SharePoint (MOSS) 2007  Manages system configurations, security, system patching and upgrades  Manages deployment and support of custom developed and third-party SharePoint solution pa...",Baraka IT Solutions (Pty) Ltd,https://www.careers24.com/jobs/adverts/1615044-sharepoint-administrator-pretoria/?jobindex=50,IT,Contract,Pretoria,Market Related,2019-10-10
Senior Mobile developer," Senior Mobile Developers

We look for people who we think will thrive in and add to our culture, as well as people who are extraordinary at what they do.

Who you are:

* You want to work on something that can make a difference. You want to be a force ...",Recruit Digital,https://www.careers24.com/jobs/adverts/1614865-senior-mobile-developer-cape-town/?jobindex=51,IT,Permanent,Cape Town,R60 000.00 - R100 000.00 Per Month,2019-10-10
Specialist: Data Analyst," The role will be focused on the analysis and modelling of past client performance, with the aim of determining risks and opportunities of a particular client base or market segmentation. To provide specialist advice and support related to the design an...",Liberty Group Careers,https://www.careers24.com/jobs/adverts/1614855-specialist-data-analyst-cape-town/?jobindex=52,IT,Permanent,Cape Town,Market Related,2019-10-10
Specialist: Data Scientist," To develop solutions to current business problems that make commercial sense by extracting, analysing, and interpreting relevant data and engaging with key enablers in the business. Adhere to financial controls, governance and compliance policies and p...",Liberty Group Careers,https://www.careers24.com/jobs/adverts/1614854-specialist-data-scientist-cape-town/?jobindex=53,IT,Permanent,Cape Town,Market Related,2019-10-10
Junior Web Programmer," My client a dynamic Developer’s Agency looking for smart, talented and aspiring Web Programmers to join the  growing Cape Town team. One of their core focus areas is system and web development. They work with technologies  such as Cake3, Yii, Craft CMS...",Isilumko Staffing (CPT),https://www.careers24.com/jobs/adverts/1614708-junior-web-programmer-cape-town-cbd/?jobindex=54,IT,Permanent,Cape Town CBD,R30 000.00 - R40 000.00 Per Month,2019-10-09
Java Developer," Our reputable client is looking for a skilled and passionate Java Developer to join their dynamic team.     Responsibilities:  ·         Develop, test, implement and maintain application software  ·         Test and debug applications and update  ·    ...",RecruiTech,https://www.careers24.com/jobs/adverts/1614686-java-developer-umhlanga/?jobindex=55,IT,Permanent,Umhlanga,R30 000.00 - R40 000.00 Per Month,2019-10-09
Senior MacOS Engineer – Pretoria – R700 per hour, Do you want to become part of a Multi-National manufacturing giant and enhance your skills even further? This multinational organization that produces luxury automobiles is on a search of a MacOS Engineer to design and develop new Native applications. ...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1583907-senior-macos-engineer-pretoria-r700-per-hour-pretoria/?jobindex=56,IT,Contract,Pretoria,R96 000.00 - R112 000.00 Per Month,2019-10-09
Senior Developer – R900k CTC – Newlands Cape Town – C# / SQL / Data," FSP end user. Long term investing, massive data. Renewables, Ecologically responsible investing, south African informal markets etc.  This is the job for you if you want to work in corporate markets but would like to see your work doing something good ...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1584151-senior-developer-r900k-ctc-newlands-cape-town-c-sql-data-cape-town/?jobindex=57,IT,Permanent,Cape Town,R66 667.00 - R75 000.00 Per Month,2019-10-09
"WebMethods developer, Intermediate, Johannesburg, 800k per annum",    Introduction   A JSE company who is at the cutting edge of technology in South Africa is looking for a WebMethods developer to work with technically minded developers who create innovative projects for the financial industry. You will get exposure t...,E-merge ,https://www.careers24.com/jobs/adverts/1582874-webmethods-developer-intermediate-johannesburg-800k-per-annum-johannesburg/?jobindex=58,IT,Permanent,Johannesburg,R66 583.00 - R66 667.00 Per Month,2019-10-09
Cloud Infrastructure Architect – Sandton - BLUE CHIP – 1.2 mil, An exciting chance to join a top team has come in at an innovative business that leads the way in inventive business solutions. They are looking for a Cloud Infrastructure Architect to join their fast-paced and dynamic environment based in Sandton.  In...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1582760-cloud-infrastructure-architect-sandton-blue-chip-12-mil-sandton/?jobindex=59,IT,Contract,Sandton,R91 667.00 - R100 000.00 Per Month,2019-10-09
Software Developer – C# - Engineer/Craft – Sandton – neg to R60k pm CTC + bonus + profit share," Developer. C#. ASP.NET. OOP. Design Patterns. SQL Server.  So you think you can code? Maybe you can, but do you know how to engineer or craft software that has very real, practical impacts on people’s lives? Could you build an unbreakable engine? Do yo...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588261-software-developer-c-engineer-craft-sandton-neg-to-r60k-pm-ctc-bonus-profit-share-sandton/?jobindex=60,IT,Permanent,Sandton,R50 000.00 - R60 000.00 Per Month,2019-10-09
Senior Software Developer / Architect – C# / Cloud – Pretoria – neg. to R80k CTC + bonuses, C#. Azure. Micro services. Rest. WebApi. SQL Server. Senior Developer. Architect. Influence more Junior developers.  In Pretoria but near enough to the Gautrain station for it to be a reasonable option if you live in JHB.  Putting this simply. Your job...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588249-senior-software-developer-architect-c-cloud-pretoria-neg-to-r80k-ctc-bonuses-pretoria/?jobindex=61,IT,Permanent,Pretoria,R58 333.00 - R66 667.00 Per Month,2019-10-09
"BI SQL Data Engineer, Johannesburg, R500k", BI SQL Data Engineers are required to join a business that believes in transforming healthcare to enhance people’s lives. The BI SQL data engineer will be required to ensure that all data assets that are provided to both external and internal clients a...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588127-bi-sql-data-engineer-johannesburg-r500k-johannesburg/?jobindex=62,IT,Permanent,Johannesburg,R33 333.00 - R41 667.00 Per Month,2019-10-09
"Snr Insights Analyst, Johannesburg, R800k"," Snr Insights Analyst, Johannesburg, R800k  An industry leading business that provides world-class medical billing software solutions is looking for a Senior Insights Analyst to join their dynamic team. This Insights and Analytics team are evangelists f...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588126-snr-insights-analyst-johannesburg-r800k-johannesburg/?jobindex=63,IT,Permanent,Johannesburg,R66 250.00 - R66 667.00 Per Month,2019-10-09
"Treasury Business Systems Analyst, Johannesburg, R570 ph", A diverse team within the banking sector is looking for a top-notch Business Systems Analyst with experience in the Forex / Treasury market experience to join them. The position will require the candidate to have solid exposure to the forex customer de...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588113-treasury-business-systems-analyst-johannesburg-r570-ph-johannesburg/?jobindex=64,IT,Contract,Johannesburg,R64 000.00 - R91 200.00 Per Month,2019-10-09
"Business Systems Analyst, Johannesburg, R550per hour", Some exciting work is available for Business Systems Analysts at one of the leading Forex Product Houses in the country. They are looking for candidates with sound business domain experience in international payments projects (e.g. International SWIFT ...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588111-business-systems-analyst-johannesburg-r550per-hour-johannesburg/?jobindex=65,IT,Contract,Johannesburg,R86 400.00 - R88 000.00 Per Month,2019-10-09
"Solution Architect, Cape Town, R1.1mill"," Solution architects this is a very nice opportunity for you at one of the country’s foremost independent Payment Services Providers in the country. They are looking for candidates with banking and/or retail experience, the product suite most recognised...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1588035-solution-architect-cape-town-r11mill-cape-town/?jobindex=66,IT,Permanent,Cape Town,R83 333.00 - R91 667.00 Per Month,2019-10-09
Senior Node Developer role – 6 months contract – Century City – R650 per hour," Senior Developer. Node.JS. OOP. AWS. 6 month contract. Cape Town. Century City.  This lot are as south African as pap en wors but they’re big, very big. As a Fintech, they’re leading the charge to putting little SA on the global tech map.  The team is ...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1614664-senior-node-developer-role-6-months-contract-century-city-r650-per-hour-cape-town/?jobindex=67,IT,Contract,Cape Town,R96 000.00 - R104 000.00 Per Month,2019-10-09
"TSQL Developer, Pretoria East, R540k"," focuses on electronic transaction processing, back office administration and retail banking solutions is looking for experienced T-SQL Developers to join their team. This business is very much a work hard, play hard environment. They manage 17 clients ...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1582973-tsql-developer-pretoria-east-r540k-pretoria/?jobindex=68,IT,Permanent,Pretoria,R37 500.00 - R45 000.00 Per Month,2019-10-09
"Lead SQL Developer, Cape Town, R1mill", We have a great opportunity has presented itself at one of the country's top investment management firms. They are looking for a SQL Tech Lead to join their dynamic environment and manage a team of Developers as well as the technical aspects of the sol...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1582996-lead-sql-developer-cape-town-r1mill-cape-town/?jobindex=69,IT,Permanent,Cape Town,R82 500.00 - R83 333.00 Per Month,2019-10-09
Senior Cloud (AWS) Engineer – Midrand – R750 per hour, A fantastic opportunity for a Senior Cloud Engineer to join a team of rock solid cloud specialists developing the next generation of software systems for the business’s Group’s future driving machines.    Requirements:   Relevant tertiary qualification...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1583389-senior-cloud-aws-engineer-midrand-r750-per-hour-midrand/?jobindex=70,IT,Contract,Midrand,R96 000.00 - R120 000.00 Per Month (Negotiable),2019-10-09
Full Stack Python Java Developer – Midrand @ R700 per hour," One of the nicest opportunities we have with a renowned business known for producing the worlds Ultimate Driving Machines for Python and Java skilled Developers.   Why’s it nice:  Great tech, new projects, IOT based projects, casual work environment, f...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1583445-full-stack-python-java-developer-midrand-r700-per-hour-midrand/?jobindex=71,IT,Contract,Midrand,R96 000.00 - R112 000.00 Per Month,2019-10-09
Senior Developer – C# - Springs – R800k up to R900k on offer - Perm," Multinational business investing heavily in SA.   You’re going to come on board to play a heavy hand in migrating their old systems, building new systems as well as helping to guide them forward technically.  The gig will call ask you to have a combina...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1583682-senior-developer-c-springs-r800k-up-to-r900k-on-offer-perm-johannesburg-cbd/?jobindex=72,IT,Permanent,Johannesburg CBD,R66 667.00 - R75 000.00 Per Month,2019-10-09
"Business Analyst, Johannesburg, R750k", A very specialized role has become available at business that is constantly breaking new ground when it comes to the way we do banking in this country. They are looking for Business Analysts that are debit card gurus. Great benefits for you - 28 days a...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1583820-business-analyst-johannesburg-r750k-johannesburg-cbd/?jobindex=73,IT,Permanent,Johannesburg CBD,R50 000.00 - R62 500.00 Per Month,2019-10-09
JAVA Developer – Randburg – Permanent- R750K  CTC, Our client is on the lookout for a Java Developer. The business is renowned as one of the big four banks in the country. This is an opportunity to take your Java Development career to the next level. You’ll be using cutting edge technologies with a ban...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1585631-java-developer-randburg-permanent-r750k-ctc-johannesburg/?jobindex=74,IT,Permanent,Johannesburg,R58 333.00 - R62 500.00 Per Month,2019-10-09
Senior Software Engineer – Sandton – Fintech – neg. to R70k CTC per month," Senior Software Engineer – Sandton – Fintech – neg. to R70k CTC per month  When you get tired of putting out the fires that poor design and code bring, call me about this gig.  They’re deep engineers; some people call them pretty old school in their pr...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1585441-senior-software-engineer-sandton-fintech-neg-to-r70k-ctc-per-month-sandton/?jobindex=75,IT,Permanent,Sandton,R65 000.00 - R70 000.00 Per Month,2019-10-09
